"453778880,2024-11-20T06:42:22Z,1403/08/30 10:12,Saeid,saeig2020,quote,چون امید فروخته ، باید چند تا منفی بخوره ، خخخ"
"025c123b-114b-425a-83ce-fe582b739fc7,,,,,all,"
"453778876,2024-11-20T06:42:20Z,1403/08/30 10:12,ayzengard,ayzengard,quote,#شاخص_بورس خوب اون تتمه عقل بورسی نمیگه اگه بازار منفی بشه  حجم پایین بیاد دیگه نمیشه خارج شد؟"
"453778863,2024-11-20T06:41:49Z,1403/08/30 10:11,kamran,sayehvasepehr,twit,#خودرو  بورس سال ۹۷  و  ۹۸   در حال تکرار  ،  تبریک به سهامداران صبور و دلشکسته"
"453778857,2024-11-20T06:41:38Z,1403/08/30 10:11,Mahdi.yas,mahdiyas,twit,#خاور \nبازار که امروز بالاخره بر میگرده ولی فروشندگان قطعا متضرر می‌شوند \nبماند به یادگار"
"453778840,2024-11-20T06:41:01Z,1403/08/30 10:11,فقط خدا ,bursavali,twit,#خگستر  #خودرو ..."
"453778837,2024-11-20T06:40:57Z,1403/08/30 10:10,اردک,fa68756875,twit,#ثفارس \nمن میگم یک سال گذشته\nاین آقای همه چی دون میگه 420 تومن\nکسی که بعد از افزایش سرمایه سهم رو خرید هیچ سودی نکرده"
"453778821,2024-11-20T06:40:40Z,1403/08/30 10:10,Vahid,tar48lan,twit,#کسرا دم بچه های پایتخت گرمه تو روزای بد بازار هم کسرا میتونه صف خرید شه با حمایت بزرگان سرامیک اردکان 👏👏👏"
"453778818,2024-11-20T06:40:33Z,1403/08/30 10:10,AY,ygn1234,twit,#خمحور \nسلام \nصف فروش برای منفی کردن هست  دیدید که بیشتر نشد چون سهم شناوری نموده"
"453778804,2024-11-20T06:40:16Z,1403/08/30 10:10,فردین فراستی,meshtelok,twit,#شاخص_بورس \n\nپشم ها ریخت یا نه ؟ 😜😜😁😁😁"
"453778799,2024-11-20T06:39:53Z,1403/08/30 10:09,سعید,sa110000000,twit,#ونیرو یک سری نوسانگیر خارج کردن..."
