"453671863,2024-11-14T06:40:44Z,1403/08/24 10:10,هانتر,kj0007,quote,۳ ماه قبل گفتیم، دیروزم آقای دکتر پزشکیان فرمودن.\n\nریسک سیاسی بازار از بین بره، بازار بورس جذاب ترین محل برای سرمایه گذاری میشه\n\n#خودرو #شپنا #وتجارت"
"3442b21e-d875-46d5-9468-61849e40234c,,,,,all,"
"453671860,2024-11-14T06:40:42Z,1403/08/24 10:10,بورس بورسی,manosh,twit,#بکهنوج به نظرتان کی وبا چند بازگشایی میشه؟؟؟؟"
"453671841,2024-11-14T06:37:28Z,1403/08/24 10:07,Drhamid,halalihamid,twit,#ثنور بله اگه شرکت بخواد ی دونه گیر کسی نمیاد مهم اینه که شرکت نمیخواد سهم رشد کنه وگرنه واقعا سهم ها دست خودشونه"
"453671830,2024-11-14T06:36:25Z,1403/08/24 10:06,tradetse:insta,atiehbir,twit,#خودکفا نگاه تکنیکالی محدوده ی 390 تا 420  نسبت p/nav  حوالی 40 درصد"
"453671811,2024-11-14T06:33:48Z,1403/08/24 10:03,Ahmadi_Milasi,yaghoob1993,twit,#وبلمت \nاین پروسه قراره تا ۱۴۰۷ طول بکشه، حتی بیشتر و از مبلغ ۹۵۰ نهایت ۲۰ درصد اون سود انباشته باشه که احتمال ۱۴۰ اون فقط مختص بانک ملت باشه، بقیه از تجدید ارزیابی‌ها و قرار نیست توی سودآوری تغییر خاصی حاصل بشه،"
"453671807,2024-11-14T06:33:43Z,1403/08/24 10:03,توت فرنگی,tutfarangi,quote,شما مواظب خودت باش"
"453671796,2024-11-14T06:32:10Z,1403/08/24 10:02,هانتر,kj0007,twit,#فروژ شرکت ایران ترانسفو با همین فضای مجازی از دست آداک خارج شد و مدیرعاملش ۵ ساله تو زندان است!\n\nخیلی راحت به موضوع نحوه واگذاری سهامش ورود کردن و تمام!\n\nچطور ممکن است ۵۰ درصد پایین تر از مبلغ کشف قیمت اولیه اش در دو سال قبلش باشد!\n\nچه کسانی در کشف قیمت این سهم نقش داشتن؟\n\nچراها زیاد هستن\n\nحالا هی با سهم بازی کنید و اجازه رشدش رو ندین.\n\nافزایش سرمایه دادین که عددها گم بشن؟!\n\nسخت در اشتباهید"
"453671786,2024-11-14T06:30:47Z,1403/08/24 10:00,AliSaibot,alisaib0t,twit,#پالایش"
"453671783,2024-11-14T06:30:29Z,1403/08/24 10:00,omidpour,omidpour90,twit,#حسیر کل سرمایه ۱۲۰ میلیارد و سود انباشته ۶۵۰ میلیارد..عجب هٔئیت مد یره م زخرفی داره..."
"453671775,2024-11-14T06:29:36Z,1403/08/24 09:59,DARIUS,dariusboss,quote,بنظرم فقط حجم مبنا را در کل بورس کم کم کم کنن کافیه راحت بگم حجم مبنا   یک   بشه"
